Short-Term Treasury Diff,Nonfarm Payroll,Long-Term Treasury Bond Rate,Proportion Negative Words_x_Short-Term_Treasury_Diff,Proportion Negative Words_x_LAG_RollingMean,Proportion Negative Words_x_Nonfarm_Payroll,Proportion Negative Words_x_Level,easing_x_Short-Term_Treasury_Diff,easing_x_Nonfarm_Payroll,weaker_x_Short-Term_Treasury_Diff,weaker_x_Nonfarm_Payroll,contraction_x_Short-Term_Treasury_Diff,Consumer Sentiment_x_Short-Term_Treasury_Diff,Consumer Sentiment_x_LAG_RollingMean,Consumer Sentiment_x_Nonfarm_Payroll,boosted_x_LAG_RollingMean,boosted_x_LAG,boosted_x_Level,persisting_x_LAG_RollingMean,Proportion Positive Words_x_Short-Term_Treasury_Diff,strong_x_Level,slowing_x_LAG,slowing_x_Level,improving_x_LAG_RollingMean,improving_x_Level,slower_x_LAG_RollingMean,slower_x_LAG,Housing Sales_x_Short-Term_Treasury_Diff,Housing Sales_x_LAG_RollingMean,Housing Sales_x_Nonfarm_Payroll,better_x_LAG,despite_x_Nonfarm_Payroll,unemployment_x_Nonfarm_Payroll,strength_x_Level,rebounded_x_Level,strengthened_x_LAG_RollingMean,difficult_x_Short-Term_Treasury_Diff,difficult_x_Nonfarm_Payroll,difficult_x_Level,Standardized Sentiment Score_x_Short-Term_Treasury_Diff,Standardized Sentiment Score_x_LAG_RollingMean,Standardized Sentiment Score_x_LAG,Standardized Sentiment Score_x_Nonfarm_Payroll,Standardized Sentiment Score_x_Level,Net Sentiment Score_x_Short-Term_Treasury_Diff,Net Sentiment Score_x_LAG_RollingMean,Net Sentiment Score_x_Level,slowly_x_Short-Term_Treasury_Diff,caution_x_LAG,severe_x_LAG_RollingMean,LEI_x_LAG_RollingMean,LEI_x_Level,Short-Term Treasury Bond Rate_x_Short-Term_Treasury_Diff,Short-Term Treasury Bond Rate_x_LAG_RollingMean,Treasury Deposits_x_Short-Term_Treasury_Diff,Treasury Deposits_x_LAG_RollingMean,progress_x_LAG_RollingMean,progress_x_Nonfarm_Payroll,Unemployment Rate_x_Short-Term_Treasury_Diff,Unemployment Rate_x_Level,decline_x_Short-Term_Treasury_Diff,decline_x_Nonfarm_Payroll,difficulty_x_LAG,difficulty_x_Level,tightening_x_LAG,tightening_x_Nonfarm_Payroll,CEI_RollingMean_x_Short-Term_Treasury_Diff,CEI_RollingMean_x_Level,log_pnw
-0.02,110570.0,6.04,-0.0005248359887535,0.0100815935534672,2901.5557638238024,0.0984067478912838,-0.0,0.0,-0.0,0.0,0.02,-1.606,30.84971227930096,8878771.0,0.3841807257696259,0.4696780880638282,3.75,-1.1525421773088778,-0.0004123711340206,30.0,-0.9393561761276564,-7.5,0.0,0.0,0.0,0.0,-12.52,240.49713433178584,69216820.0,0.0,110570.0,-552850.0,11.25,3.75,0.3841807257696259,0.02,-110570.0,-3.75,-0.0169333611865468,0.32527354951834,0.3976614353295792,93616.08731982452,3.175005222477544,0.48,-9.220337418471022,-90.0,-0.0,-0.9393561761276564,0.0,-0.3277169769290483,-3.198855593346097,-0.0586,1.125649526505004,-0.11904,2.2866436797808136,1.9209036288481296,552850.0,-0.142,26.625,0.22,-1216270.0,0.0,0.0,-2.348390440319141,-552850.0,0.0048240868442971,-0.9045162833057234,-3.6404017411265506
0.02,111060.0,5.81,0.0005876180482686,-0.002763196663255,3263.043022035669,0.0954879328436514,-0.06,-333180.0,-0.04,-222120.0,0.0,1.54,-7.241647655225683,8551620.0,-0.0,-0.0,0.0,-0.0,0.0004267226302903,6.5,-0.0,0.0,-0.0,0.0,0.1880947442915762,0.057752494093325,13.1,-61.6010287554912,72744300.0,-0.0,444240.0,-444240.0,13.0,0.0,-0.0940473721457881,-0.02,-111060.0,-3.25,0.0169417171506162,-0.0796661988826343,-0.0244606604917937,94077.35533737204,2.7530290369751413,-0.46,2.1630895593531263,-74.75,0.0,-0.0,-0.0,0.0134431575559573,-0.4645559047533482,0.059,-0.2774397478300749,0.12578,-0.5914639234248613,-0.6583316050205167,777420.0,0.138,22.425,-0.16,-888480.0,0.057752494093325,-6.5,0.0866287411399875,-333180.0,-0.0048746092009513,-0.7921239951546015,-3.5274103934790006
0.0599999999999996,111209.0,5.68,0.0019507389162560997,0.0058663934064557,3615.662068965511,0.1056650246305416,0.0,0.0,0.0,0.0,0.0,4.637999999999969,13.94770586284302,8596455.7,0.0,0.0,0.0,-0.1804360396228075,0.0014778325123152,13.0,-0.1005062778512568,-3.25,0.1804360396228075,3.25,-0.1804360396228075,-0.1005062778512568,38.69999999999974,116.38124555671084,71729805.0,0.1005062778512568,444836.0,-222418.0,6.5,3.25,0.5413081188684224,-0.0599999999999996,-111209.0,-3.25,0.0508000835596403,0.1527694315001543,0.0850954552185385,94157.1082097347,2.751671192813871,-1.4399999999999904,-4.33046495094738,-78.0,-0.0599999999999996,-0.1005062778512568,-0.1804360396228075,-0.0389378246198423,-0.7013450875946394,0.1805999999999988,0.5431124792646506,0.3485999999999977,1.0483333902085117,0.5413081188684224,333627.0,0.4079999999999973,22.1,-0.3599999999999976,-667254.0,0.0,0.0,-0.3015188335537704,-333627.0,-0.00394199966207,-0.2135249816954608,-3.426136330009409
-0.0599999999999996,111455.0,5.36,-0.001608040201005,0.015590032813503497,2987.0686767169154,0.0871021775544387,0.0599999999999996,-111455.0,-0.0,0.0,-0.0,-4.673999999999969,45.31467143966493,8682344.5,0.5817030993538502,1.6734792672569565,3.25,-1.7451092980615508,-0.0013567839195979,9.75,-3.346958534513913,-6.5,0.5817030993538502,3.25,0.0,0.0,-43.55999999999971,422.3164501308953,80916330.0,3.346958534513913,445820.0,-222910.0,6.5,6.5,0.5817030993538502,0.0599999999999996,-111455.0,-3.25,-0.0510256945895129,0.4946967448233809,1.4231740332155989,94784.4798412367,2.763891790265302,0.899999999999994,-8.725546490307753,-48.75,0.1799999999999988,-1.6734792672569565,0.0,-0.0540479139657877,-0.301967998079994,-0.1769999999999988,1.7160241430938583,-0.5243399999999966,5.083503385253297,2.908515496769251,557275.0,-0.4019999999999973,21.775,0.7799999999999948,-1448915.0,-3.346958534513913,-6.5,0.0,0.0,-0.0076531383831283,0.4145449957527908,-3.6193283911528216
0.0,111989.0,5.72,0.0,0.0317765689125984,3037.965448315248,0.0881639063392347,0.0,0.0,-0.0,-111989.0,0.0,0.0,95.11643578686196,9093506.8,2.342769354356206,3.480336972852189,6.5,-1.171384677178103,0.0,16.25,0.0,0.0,5.856923385890514,16.25,-2.342769354356206,-3.480336972852189,0.0,900.7948167499612,86119541.0,0.0,223978.0,-223978.0,16.25,3.25,4.685538708712412,0.0,0.0,0.0,0.0,1.000583234798676,1.486431782117464,95659.70775015668,2.776112387716733,-0.0,-7.028308063068618,-19.5,0.0,0.0,0.0,-0.0427013781927086,-0.1184747263901613,0.0,3.455584797675404,0.0,6.6253517341193495,5.856923385890514,559945.0,0.0,21.45,-0.0,-559945.0,0.0,0.0,-3.480336972852189,-223978.0,0.0,1.0143490634930208,-3.6072126212452567
0.0799999999999996,112323.0,5.77,0.0014145383104125,0.0318019491939269,1986.064833005886,0.0574656188605105,-0.0799999999999996,-112323.0,0.0,0.0,0.0,7.0559999999999645,158.634482969147,9906888.6,3.597153808824195,3.9641659191064833,6.5,-3.597153808824195,0.0014931237721021,29.25,-1.9820829595532417,-3.25,1.7985769044120976,3.25,0.0,0.0,64.95999999999968,1460.4444463826233,91206276.0,1.9820829595532417,561615.0,-224646.0,13.0,3.25,8.992884522060487,0.0,0.0,0.0,0.0687361604345098,1.545340883193432,1.7030096537795036,96508.14685606852,2.7924065176519743,0.4799999999999976,10.791461426472583,19.5,0.0,0.0,0.0,-0.0292126585928992,-0.052786811725438,0.2423999999999987,5.449688020368655,0.4871199999999976,10.951534770965264,1.7985769044120976,112323.0,0.5199999999999974,21.125,-0.4799999999999976,-673938.0,-1.9820829595532417,-3.25,-11.89249775731945,-673938.0,0.0413515224703485,1.67990560035792,-4.035223439214307
-0.0999999999999996,112598.0,5.75,-0.0028933092224231,0.0452644821282426,3257.8083182640075,0.094032549728752,-0.0,0.0,-0.0,0.0,-0.0,-9.429999999999962,147.5279804734617,10617991.4,0.0,0.0,0.0,0.0,-0.0018341513820718,32.5,-0.9711095446928284,-3.25,1.5644536635573882,3.25,-4.693360990672165,-2.913328634078485,-61.89999999999976,968.3968177420234,69698162.0,0.0,112598.0,-450392.0,6.5,0.0,6.257814654229553,-0.0,0.0,0.0,-0.083956548986839,1.3134613064209617,0.8153100606059072,94533.39502820138,2.728587842072279,4.099999999999984,-64.14260020585291,-133.25,0.0999999999999996,0.0,-3.1289073271147765,-1.0726928978817667,-2.22841494083526,-0.2929999999999989,4.583849234223147,-0.7067999999999972,11.05755849402362,7.822268317786941,562990.0,-0.6599999999999974,21.45,0.499999999999998,-562990.0,0.0,0.0,-3.8844381787713136,-450392.0,-0.0389452015051275,1.2657190489166508,-3.5427692792825556
0.54,113240.0,6.48,0.0183967935871743,0.0840298505443583,3857.8757515029956,0.1192384769539074,-1.08,-226480.0,0.0,0.0,0.0,49.41,225.68687829879983,10361460.0,2.466523260096173,4.44637727604245,3.5,0.0,0.0129859719438877,28.0,-4.44637727604245,-3.5,2.466523260096173,3.5,-2.466523260096173,-4.44637727604245,403.38000000000005,1842.4928752918413,84590280.0,4.44637727604245,792680.0,-339720.0,10.5,3.5,2.466523260096173,0.0,0.0,0.0,0.4558470858575308,2.0821434079901056,3.753459488716846,95592.82222686442,2.9545644453728848,-16.200000000000003,-73.99569780288519,-105.0,-0.54,-4.44637727604245,-12.332616300480865,-2.2088789950359544,-3.1344024229166987,1.8738,8.558835712533721,2.6935200000000004,12.303018021359712,2.466523260096173,113240.0,3.51,22.75,-5.4,-1132400.0,0.0,0.0,-22.23188638021225,-566200.0,0.3084541046354274,1.999239567081474,-3.3793927516953053
0.6599999999999997,113923.0,7.18,0.0190353058180009,0.0756268773048561,3285.695673794125,0.12257583291894548,-0.6599999999999997,-113923.0,-0.6599999999999997,-113923.0,0.0,61.24799999999997,243.33704041610565,10572054.4,0.0,0.0,0.0,-2.622166383794242,0.0127996021879661,42.5,-4.898024661294896,-8.5,2.622166383794242,4.25,-13.110831918971211,-12.24506165323724,456.0599999999998,1811.9169712018213,78720793.0,4.898024661294896,569615.0,-227846.0,12.75,0.0,0.0,0.0,0.0,0.0,0.5549404637560056,2.204767013739675,2.0591758159298053,95788.60977647796,3.573480259034886,-25.079999999999988,-99.6423225841812,-161.5,-0.6599999999999997,0.0,-20.977331070353937,-3.0865270161514067,-5.002634424617355,2.7257999999999987,10.82954716507022,4.346759999999998,17.26958780366888,5.244332767588484,227846.0,4.025999999999998,25.925,-6.599999999999997,-1139230.0,0.0,0.0,-9.796049322589791,-455692.0,0.3319328973098833,2.1374466872227345,-3.545944379226235
0.0700000000000002,114607.0,7.3,0.0017435207001009,0.0695802809159835,2854.566812521027,0.1058566139347017,0.0,0.0,-0.0700000000000002,-114607.0,0.0,6.230000000000018,248.62632837193928,10200023.0,0.0,0.0,0.0,-2.793554251370104,0.0014372265230562,38.25,-10.396912031942897,-29.75,0.0,0.0,-11.174217005480417,-5.941092589681654,43.96000000000013,1754.3520698604254,71973196.0,0.0,343821.0,-802249.0,12.75,17.0,0.0,-0.2100000000000006,-343821.0,-12.75,0.0595884687695844,2.3780517180558127,1.2643593222766212,97560.7948610821,3.617871318153332,-0.9100000000000026,-36.31620526781136,-55.25,0.0,-1.4852731474204135,0.0,-4.09432249025547,-6.228935978261907,0.2940000000000008,11.732927855754438,0.3833200000000011,15.29750308050269,11.174217005480417,458428.0,0.4270000000000012,25.925,-0.9100000000000026,-1489891.0,0.0,0.0,-8.911638884522482,-687642.0,0.0333741303139747,2.0262864833484637,-3.6925887822584413
0.1399999999999996,114899.0,7.24,0.0042792792792792,0.072028954197732,3512.035070785063,0.1451898326898323,-0.1399999999999996,-114899.0,0.0,0.0,0.0,12.837999999999964,216.0895921114609,10536238.3,2.3564841015426485,3.135166826560085,4.75,-2.3564841015426485,0.0025225225225225,33.25,-15.675834132800423,-23.75,4.712968203085297,9.5,-4.712968203085297,-6.27033365312017,91.83999999999972,1545.8535706119774,75373744.0,3.135166826560085,344697.0,-344697.0,28.5,0.0,0.0,-0.2799999999999992,-229798.0,-9.5,0.1176561520785457,1.9803917987269848,2.634797606695472,96561.24441194904,3.991905159807813,-5.459999999999984,-91.90287996016328,-185.25,0.0,0.0,0.0,-3.606063013797871,-7.268794771128178,0.6075999999999983,10.227141000695095,0.713579999999998,12.01099946556288,2.3564841015426485,114899.0,0.8399999999999976,28.5,-1.2599999999999965,-1034091.0,0.0,0.0,-21.9461677859206,-804293.0,0.0399405882793162,1.3551271023339475,-3.4878578198869996
0.4500000000000002,115254.0,7.46,0.0098871733966745,0.048598031269314,2532.302850356291,0.1043646080760093,0.0,0.0,0.0,0.0,0.0,41.17500000000002,202.3858444909062,10545741.0,2.2118671529060787,2.0151614847377384,4.75,-2.2118671529060787,0.0100207838479809,23.75,-8.060645938950953,-19.0,0.0,0.0,-2.2118671529060787,-2.0151614847377384,304.65000000000015,1497.4340625174152,78026958.0,0.0,230508.0,-230508.0,38.0,4.75,2.2118671529060787,-1.3500000000000003,-345762.0,-14.25,0.3857008564863173,1.8958201229107248,1.7272211347146316,98785.70336327556,4.071286818466681,0.4500000000000002,2.2118671529060787,4.75,-0.4500000000000002,-2.0151614847377384,0.0,-2.8705152935934564,-6.164451434913049,2.155500000000001,10.594843662420118,2.6608500000000013,13.078770475133645,2.2118671529060787,115254.0,2.655000000000001,28.025,-2.250000000000001,-576270.0,0.0,0.0,-20.151614847377385,-1152540.0,0.1038250713802722,1.0959313090139846,-3.818009282158049
